code,CC_1,CC_2,name,measured,class_in,class_out,classF_in,classF_out,near_share_in,near_share_out,changed,changedF,audit_t1,audit_t12,audit_from,audit_to,audit_from_stale
AS003,ISR,PSE,Northeastern Mountain Aquifer,FALSE,DA,DA,DA,DA,0.9618304406566668,0.9618304406566668,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS004,LBN,SYR,Anti-Lebanon Mountain range,FALSE,BL,BL,DA,DA,0.9911357862020679,0.9911357862020679,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS008,GEO,RUS,Psou Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,TRUE,IU1,UB,FALSE
AS010,IRQ,SYR,Upper Jezira,TRUE,DA,DA,BL,DA,0.9899314483481497,0.9899314483481496,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
AS010,IRQ,TUR,Upper Jezira,TRUE,BL,DA,BL,DA,0.9963671862445872,0.18143861924893942,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
AS010,SYR,TUR,Upper Jezira,TRUE,BL,DA,DA,DA,0.9963671862445872,0.9838749876992284,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
AS011,KAZ,RUS,Syrt,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS012,ARM,TUR,Leninak-Shiraks Aquifer,FALSE,DA,DA,DA,DA,0.9899765499420291,0.9899765499420291,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS013,GEO,RUS,Terek Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS015,ARM,AZE,Debed / Debeda River Aquifer,TRUE,IU1,IU1,BL,BL,1,0.9999999999999991,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS015,ARM,GEO,Debed / Debeda River Aquifer,TRUE,BL,BL,BL,BL,1,1.0000000000000009,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS015,AZE,GEO,Debed / Debeda River Aquifer,TRUE,IU1,IU1,BL,BL,1,0.9999999999999991,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS016,AZE,GEO,Ktsia-Khrami Aquifer,FALSE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS017,ARM,AZE,Agstev / Akstafa - Tavush / Tovuz Aquifer,FALSE,DA,DA,DA,DA,0.9495707219619113,0.9495707219619113,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS018,AZE,GEO,Alazan-Agrichay Aquifer,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS019,KAZ,RUS,Pre-Caspian,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS020,GEO,RUS,Sulak Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS021,AZE,IRN,Nakhichevan / Larijan and Djebrail Aquifer,FALSE,DA,DA,DA,DA,0.8550618766195862,0.8550618766195862,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS022,ARM,AZE,"Herher, Malishkin and Jermuk Aquifers",FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS023,ARM,AZE,Vorotan-Akora Aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS025,AZE,RUS,Iori / Gabirry Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS026,AZE,IRN,Lenkoran/Astara,FALSE,DA,DA,DA,DA,0.7322328049089464,0.7322328049089464,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS027,AZE,RUS,Samur Aquifer,FALSE,BL,BL,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS031,KAZ,RUS,South-Pred-Ural Aquifer,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS035,KAZ,TKM,Amu Darya (2),TRUE,IU1,IU0,IU1,IU0,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
AS035,KAZ,UZB,Amu Darya (2),TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS035,TKM,UZB,Amu Darya (2),TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS036,KAZ,UZB,Syr Darya,FALSE,IU1,IU1,IU1,IU1,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS037,TKM,UZB,Birata-Urgench,FALSE,DA,DA,DA,DA,0.6325804442863259,0.6325804442863259,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS040,TKM,UZB,Sherabad,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS041,AFG,UZB,Amu Darya (1),FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS042,TJK,UZB,Kofarnihon Aquifer,FALSE,IU0,IU0,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS043,TJK,UZB,Karatag / North-Surhandarya Aquifer,FALSE,DA,DA,DA,DA,0.4431162889012584,0.4431162889012584,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS044,TJK,UZB,Zeravshan Aquifer,FALSE,DA,DA,DA,DA,0.14754221876642445,0.14754221876642445,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS046,TJK,UZB,Havost,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS047,KAZ,UZB,Pretashkent Aquifer,FALSE,DA,DA,DA,DA,0.7558143341264746,0.7558143341264746,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS048,TJK,UZB,Zafarobod Aquifer,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS049,TJK,UZB,Syr-Darya 3,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS050,TJK,UZB,Kokaral,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS051,TJK,UZB,Dalverzin Aquifer,FALSE,DA,DA,DA,DA,0.9823457183255195,0.9823457183255195,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS053,KGZ,TJK,Sulyukta-Batken-Nau-Isfara Aquifer,TRUE,BL,BL,BL,BL,1,1.0000000000000002,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS053,TJK,UZB,Sulyukta-Batken-Nau-Isfara Aquifer,TRUE,DA,DA,DA,DA,0.7974682556373517,0.4248955920020525,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS054,KAZ,KGZ,South Talas Aquifer,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS055,KAZ,KGZ,North Talas Aquifer,FALSE,BL,BL,DA,DA,0.9900135546247024,0.9900135546247024,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS057,TJK,UZB,Shorsu Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS058,KGZ,UZB,Sokh Aquifer,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS059,TJK,UZB,Syr-Darya 2,FALSE,IU1,IU1,IU1,IU1,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS060,KGZ,UZB,Almos-Vorzik Aquifer,FALSE,IU1,IU1,IU1,IU1,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS061,KGZ,UZB,Kasansay Aquifer,FALSE,IU1,IU1,IU1,IU1,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS062,KGZ,UZB,Nanay,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS063,KGZ,UZB,Iskovat-Pishkaran Aquifer,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS064,KGZ,UZB,Naryn Aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS065,KGZ,UZB,Yarmazar,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS066,KGZ,UZB,Chimion-Aval,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS068,KGZ,UZB,Karaungur,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS069,KGZ,UZB,Osh-Aravan Aquifer,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS070,AFG,TJK,Vakhsh Aquifer,FALSE,IU1,IU1,IU1,IU1,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS071,KAZ,KGZ,Chu Basin,FALSE,DA,DA,DA,DA,0.4706546994518961,0.4706546994518961,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS072,CHN,KAZ,Ile River Valley,FALSE,DA,DA,DA,DA,0.06298335247565463,0.06298335247565463,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS074,CHN,KAZ,Tacheng Basin / Alakol,FALSE,DA,DA,DA,DA,0.0637933859351353,0.0637933859351353,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS076,CHN,KAZ,Zaisan Artesian Basin / Ertix River Plain,FALSE,DA,DA,DA,DA,0.07406835546847261,0.07406835546847261,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS077,MNG,RUS,Yenisei Upstream,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS081,CHN,MMR,Nu River Valley Aquifer,FALSE,UB,UB,UB,UB,0.7359042819607343,0.7359042819607343,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS082,MMR,THA,Salween River Aquifer,FALSE,DA,DA,DA,DA,0.40918624944869836,0.40918624944869836,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS083,CHN,VNM,Upriver of Zuo River,FALSE,UB,UB,UB,UB,0.3145597215663317,0.3145597215663317,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS086,CHN,PRK,Upper Yalu River Basin,FALSE,DA,DA,DA,DA,0.7017141472486643,0.7017141472486643,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS087,CHN,RUS,Middle Heilongjiang - Amur River Basin,FALSE,DA,DA,DA,DA,0.8805419957595427,0.8805419957595427,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS088,IDN,PNG,Merauke - Ketu Basin Aquifer,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS089,KHM,VNM,Cambodia Mekong River Delta Aquifer,FALSE,BL,BL,DA,DA,1,1,FALSE,FALSE,TRUE,TRUE,BL,DA,FALSE
AS090,LAO,THA,Khorat Plateau Aquifer,FALSE,UB,UB,DA,DA,0.19495812466357598,0.19495812466357598,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS091,LAO,THA,Lower Mekong River 2 Aquifer,TRUE,DA,DA,DA,DA,0.871958607955488,0.8686671701315543,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS091,LAO,VNM,Lower Mekong River 2 Aquifer,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS092,CHN,VNM,Hong River Basin,FALSE,UB,UB,UB,UB,0.0979518258382576,0.0979518258382576,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS093,CHN,MMR,Downstream of Lancang River,FALSE,DA,DA,DA,DA,0.01115500555907661,0.01115500555907661,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS094,CHN,MNG,Bulgan River,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS095,MNG,RUS,Uvs Lake Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS096,MNG,RUS,Shishhid River Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS097,MNG,RUS,Delger River,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS098,MNG,RUS,Zelter Basin,FALSE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS100,MNG,RUS,Minj River Basin,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS101,MNG,RUS,Balj River Basin,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS102,MNG,RUS,Onon River Basin,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS103,MNG,RUS,Ulz River Basin,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS104,CHN,RUS,Erguna River,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS105,CHN,RUS,Zeya River Basin,FALSE,BL,BL,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS106,CHN,MNG,Kherlen River Basin,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS108,CHN,MNG,Buir Lake / Khalkha River Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS109,CHN,MNG,Zamyn-Üüd Basin,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS110,CHN,MNG,Onch Khairkhani Sair Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS111,CHN,MNG,Dankhan Khudgiin Sair Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS113,AFG,PAK,Kabul River Aquifer,FALSE,DA,DA,DA,DA,0.003795227319284759,0.003795227319284759,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS114,CHN,PRK,Lower Yalu River Basin,FALSE,DA,DA,DA,DA,0.5758852394013126,0.5758852394013126,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS115,KOR,PRK,Middle of Korea Peninsula,FALSE,DA,DA,DA,DA,0.04288096203935625,0.04288096203935625,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS118,LAO,MMR,Lower Mekong River 1 Aquifer,TRUE,UB,UB,BL,DA,0.997501521593151,0.9970379127158964,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
AS118,LAO,THA,Lower Mekong River 1 Aquifer,TRUE,UB,UB,BL,BL,0.997501521593151,0.9975015215931512,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS118,MMR,THA,Lower Mekong River 1 Aquifer,TRUE,DA,DA,BL,BL,0.9551781207179332,0.9551781207179354,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS119,CHN,VNM,Karst Aquifer of Upper Hong River and Zuojiang Valley,FALSE,UB,UB,DA,DA,0.24979575840199772,0.24979575840199772,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS120,CHN,VNM,Beilun River Basin,FALSE,UB,UB,UB,UB,0.24376767558082396,0.24376767558082396,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS122,AZE,GEO,Kura River Valley Aquifer,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS123,IRN,IRQ,Taurus-Zagros Mountain range,TRUE,DA,DA,DA,DA,0.3686192442557473,0.3477388423818376,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS123,IRN,TUR,Taurus-Zagros Mountain range,TRUE,DA,DA,DA,DA,0.3686192442557473,0.004891238943604914,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS123,IRQ,SYR,Taurus-Zagros Mountain range,TRUE,DA,DA,DA,DA,0.793053592803755,0.3611057435756077,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS123,IRQ,TUR,Taurus-Zagros Mountain range,TRUE,DA,DA,DA,DA,0.12183906094996594,0.037598149683111586,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS123,SYR,TUR,Taurus-Zagros Mountain range,TRUE,DA,DA,DA,DA,0.793053592803755,0.5766081183640748,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS124,IRQ,SYR,Jezira Tertiary Limestone Aquifer System,TRUE,DA,DA,DA,DA,0.5965831234610115,0.5965831234610112,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS124,SYR,TUR,Jezira Tertiary Limestone Aquifer System,TRUE,DA,DA,DA,DA,0.20497081260901778,0.20078751795110636,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS125,IRQ,SYR,Neogene Aquifer System (North-West): Upper and Lower Fars,FALSE,DA,DA,DA,DA,0.21483396960286685,0.21483396960286685,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS126,JOR,SAU,Saq-Ram Aquifer System (West) / Disi,FALSE,DA,DA,DA,DA,0.06601713442327369,0.06601713442327369,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS127,IRQ,SAU,Wasia-Biyadh-Aruma Aquifer System (North): Sakaka-Rutba,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS128,IRQ,KWT,Neogene Aquifer System (South-East): Dibdibba-Kuwait Group,TRUE,UB,UB,DA,DA,0.623431306784536,0.28439421809399185,FALSE,FALSE,TRUE,TRUE,UB,DA,FALSE
AS128,IRQ,SAU,Neogene Aquifer System (South-East): Dibdibba-Kuwait Group,TRUE,UB,IU1,DA,IU1,0.15478147375357512,0,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
AS128,KWT,SAU,Neogene Aquifer System (South-East): Dibdibba-Kuwait Group,TRUE,DA,DA,DA,DA,0.623431306784536,0.36569416488863976,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS129,JOR,SAU,Tawil Quaternary Aquifer System: Wadi Sirhan Basin,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS130,IRQ,KWT,Umm er Radhuma-Dammam Aquifer System (North): Widyan-Salman,TRUE,UB,UB,DA,DA,0.623431306784536,0.28439421809399185,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS130,IRQ,SAU,Umm er Radhuma-Dammam Aquifer System (North): Widyan-Salman,TRUE,UB,IU1,DA,IU1,0,0,TRUE,TRUE,TRUE,TRUE,IU1,UB,FALSE
AS130,KWT,SAU,Umm er Radhuma-Dammam Aquifer System (North): Widyan-Salman,TRUE,DA,DA,DA,DA,0.623431306784536,0.36569416488863976,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS131,SAU,YEM,Wajid Aquifer System,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS132,IRN,TKM,Sarakhas Aquifer,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS138,MNG,RUS,Tes River Basin,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS139,SAU,YEM,Wasia-Biyadh-Aruma Aquifer System (South): Tawila-Mahra/Cretaceous Sands,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS140,ARE,SAU,Umm er Radhuma-Dammam Aquifer System (Centre): Gulf,TRUE,BL,IU1,BL,IU1,1,0.9995419673421969,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
AS140,QAT,SAU,Umm er Radhuma-Dammam Aquifer System (Centre): Gulf,TRUE,DA,UB,DA,UB,0,0,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
AS141,ARE,OMN,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,TRUE,DA,DA,DA,DA,0.4024574497918513,0.39576194464124986,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS141,ARE,SAU,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS141,OMN,SAU,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS141,OMN,YEM,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,TRUE,IU1,IU0,IU1,IU0,0.04053378099383017,0,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
AS141,SAU,YEM,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS142,JOR,SYR,Basalt Aquifer System (West): Yarmouk Basin,FALSE,BL,BL,DA,DA,0.9930497382239498,0.9930497382239498,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS143,JOR,SYR,Basalt Aquifer System (South): Azraq-Dhuleil Basin,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS150,KAZ,RUS,Irtysh-Obsky,FALSE,DA,DA,DA,DA,0.0748774808049965,0.0748774808049965,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS151,BRN,MYS,Limbang Aquifer,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS152,MYS,THA,Golok Aquifer,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS153,BRN,MYS,Baram Aquifer,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS153,IDN,MYS,Baram Aquifer,TRUE,IU1,IU0,IU1,IU0,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
AS154,IDN,MYS,Palah Basin Aquifer,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS155,IDN,PNG,Jayapura Basin Aquifer,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS156,IDN,TLS,Besikama Basin Aquifer,FALSE,UB,UB,DA,DA,0.9941249712634184,0.9941249712634184,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS157,ISR,LBN,Eocene Aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS158,BGD,IND,Indo-Gangetic Basin alluvial aquifer system,TRUE,DA,DA,DA,DA,0.17580466223592947,0.1719818049030932,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS158,IND,NPL,Indo-Gangetic Basin alluvial aquifer system,TRUE,DA,DA,DA,DA,0.6007126538296776,0.5771290892698633,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS158,IND,PAK,Indo-Gangetic Basin alluvial aquifer system,TRUE,DA,DA,DA,DA,0.05553781090839623,0.05579229031577088,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS159,ISR,PSE,Eastern Mountain Aquifer,FALSE,UB,UB,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS160,EGY,ISR,Sinai?Negev Basin,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
AS161,ISR,JOR,Arava Valley / Wadi Araba Alluvial Aquifer,FALSE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,TRUE,TRUE,IU1,BL,FALSE
C001,GTM,MEX,Soconusco-Suchiate / Coatán,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C002,GTM,MEX,Chicomuselo-Cuilco / Selegua,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C003,GTM,MEX,Ocosingo-Usumacinta-Pocóm-Ixcán,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C004,GTM,MEX,Márquez de Comillas-Chixoy / Xaclbal,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C005,GTM,MEX,Boca del Cerro-San Pedro,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C006,GTM,MEX,Trinitaria-Nentón,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C007,BLZ,GTM,Península de Yucatán-Candelaria-Hondo,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C007,BLZ,MEX,Península de Yucatán-Candelaria-Hondo,TRUE,BL,BL,BL,BL,1,0.9999999999999991,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C007,GTM,MEX,Península de Yucatán-Candelaria-Hondo,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C008,BLZ,GTM,Mopán-Belice,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C009,BLZ,GTM,Pusila-Moho,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,TRUE,TRUE,IU0,UB,FALSE
C010,BLZ,GTM,Sarstún,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C011,BLZ,GTM,Temash,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C012,GTM,HND,Delta del Río Motagua,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C013,GTM,HND,Chiquimula - Copán Ruinas,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C014,HND,SLV,Ocotepeque-Citala,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C015,GTM,SLV,Ostua-Metapán,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C016,GTM,SLV,Río Paz,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C017,HND,NIC,Estero Real-Río Negro,FALSE,DA,DA,DA,DA,0.08719360010713026,0.08719360010713026,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
C018,CRI,PAN,Sixaola / Salinas Aquifer,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
